Arongan Lambalek, Aceh Barat, Nanggroe Aceh Darussalam (NAD), 1
Jongkong (Jengkong), Kapuas Hulu, Kalimantan Barat, 2340
Kalis, Kapuas Hulu, Kalimantan Barat, 2341
Mentebah, Kapuas Hulu, Kalimantan Barat, 2342
Pengkadan (Batu Datu), Kapuas Hulu, Kalimantan Barat, 2343
Puring Kencana, Kapuas Hulu, Kalimantan Barat, 2344
Putussibau Selatan, Kapuas Hulu, Kalimantan Barat, 2345
Putussibau Utara, Kapuas Hulu, Kalimantan Barat, 2346
Seberuang, Kapuas Hulu, Kalimantan Barat, 2347
Selimbau, Kapuas Hulu, Kalimantan Barat, 2348
Semitau, Kapuas Hulu, Kalimantan Barat, 2349
Silat Hilir, Kapuas Hulu, Kalimantan Barat, 2350
Silat Hulu, Kapuas Hulu, Kalimantan Barat, 2351
Suhaid, Kapuas Hulu, Kalimantan Barat, 2352
Colomadu, Karanganyar, Jawa Tengah, 2353
Gondangrejo, Karanganyar, Jawa Tengah, 2354
Jaten, Karanganyar, Jawa Tengah, 2355
Jatipuro, Karanganyar, Jawa Tengah, 2356
Jatiyoso, Karanganyar, Jawa Tengah, 2357
Jenawi, Karanganyar, Jawa Tengah, 2358
Jumantono, Karanganyar, Jawa Tengah, 2359
Jumapolo, Karanganyar, Jawa Tengah, 2360
Karanganyar, Karanganyar, Jawa Tengah, 2361
Karangpandan, Karanganyar, Jawa Tengah, 2362
Kebakkramat, Karanganyar, Jawa Tengah, 2363
Kerjo, Karanganyar, Jawa Tengah, 2364
Matesih, Karanganyar, Jawa Tengah, 2365
Mojogedang, Karanganyar, Jawa Tengah, 2366
Ngargoyoso, Karanganyar, Jawa Tengah, 2367
Tasikmadu, Karanganyar, Jawa Tengah, 2368
Tawangmangu, Karanganyar, Jawa Tengah, 2369
Abang, Karangasem, Bali, 2370
Bebandem, Karangasem, Bali, 2371
Karang Asem, Karangasem, Bali, 2372
Kubu, Karangasem, Bali, 2373
Manggis, Karangasem, Bali, 2374
Rendang, Karangasem, Bali, 2375
Selat, Karangasem, Bali, 2376
Sidemen, Karangasem, Bali, 2377
Banyusari, Karawang, Jawa Barat, 2378
Batujaya, Karawang, Jawa Barat, 2379
Ciampel, Karawang, Jawa Barat, 2380
Cibuaya, Karawang, Jawa Barat, 2381
Cikampek, Karawang, Jawa Barat, 2382
Cilamaya Kulon, Karawang, Jawa Barat, 2383
Cilamaya Wetan, Karawang, Jawa Barat, 2384
Cilebar, Karawang, Jawa Barat, 2385
Jatisari, Karawang, Jawa Barat, 2386
Jayakerta, Karawang, Jawa Barat, 2387
Karawang Barat, Karawang, Jawa Barat, 2388
Karawang Timur, Karawang, Jawa Barat, 2389
Klari, Karawang, Jawa Barat, 2390
Kotabaru, Karawang, Jawa Barat, 2391
Kutawaluya, Karawang, Jawa Barat, 2392
Lemahabang, Karawang, Jawa Barat, 2393
Majalaya, Karawang, Jawa Barat, 2394
Pakisjaya, Karawang, Jawa Barat, 2395
Pangkalan, Karawang, Jawa Barat, 2396
Pedes, Karawang, Jawa Barat, 2397
Purwasari, Karawang, Jawa Barat, 2398
Rawamerta, Karawang, Jawa Barat, 2399
Rengasdengklok, Karawang, Jawa Barat, 2400
Talagasari, Karawang, Jawa Barat, 2401
Tegalwaru, Karawang, Jawa Barat, 2402
Telukjambe Barat, Karawang, Jawa Barat, 2403
Telukjambe Timur, Karawang, Jawa Barat, 2404
Tempuran, Karawang, Jawa Barat, 2405
Tirtajaya, Karawang, Jawa Barat, 2406
Tirtamulya, Karawang, Jawa Barat, 2407
Belat, Karimun, Kepulauan Riau, 2408
Buru, Karimun, Kepulauan Riau, 2409
Durai, Karimun, Kepulauan Riau, 2410
Karimun, Karimun, Kepulauan Riau, 2411
Kundur, Karimun, Kepulauan Riau, 2412
Kundur Barat, Karimun, Kepulauan Riau, 2413
Kundur Utara, Karimun, Kepulauan Riau, 2414
Meral, Karimun, Kepulauan Riau, 2415
Meral Barat, Karimun, Kepulauan Riau, 2416
Moro, Karimun, Kepulauan Riau, 2417
Tebing, Karimun, Kepulauan Riau, 2418
Ungar, Karimun, Kepulauan Riau, 2419
Barus Jahe, Karo, Sumatera Utara, 2420
Brastagi (Berastagi), Karo, Sumatera Utara, 2421
Dolat Rayat, Karo, Sumatera Utara, 2422
Juhar, Karo, Sumatera Utara, 2423
Kabanjahe, Karo, Sumatera Utara, 2424
Kuta Buluh, Karo, Sumatera Utara, 2425
Laubaleng, Karo, Sumatera Utara, 2426
Mardinding, Karo, Sumatera Utara, 2427
Merdeka, Karo, Sumatera Utara, 2428
Merek, Karo, Sumatera Utara, 2429
Munte, Karo, Sumatera Utara, 2430
Nama Teran, Karo, Sumatera Utara, 2431
Payung, Karo, Sumatera Utara, 2432
Simpang Empat, Karo, Sumatera Utara, 2433
Tiga Binanga, Karo, Sumatera Utara, 2434
Tiga Panah, Karo, Sumatera Utara, 2435
Tiganderket, Karo, Sumatera Utara, 2436
Bukit Raya, Katingan, Kalimantan Tengah, 2437
Kamipang, Katingan, Kalimantan Tengah, 2438
Katingan Hilir, Katingan, Kalimantan Tengah, 2439
Katingan Hulu, Katingan, Kalimantan Tengah, 2440
Katingan Kuala, Katingan, Kalimantan Tengah, 2441
Katingan Tengah, Katingan, Kalimantan Tengah, 2442
Marikit, Katingan, Kalimantan Tengah, 2443
Mendawai, Katingan, Kalimantan Tengah, 2444
Petak Malai, Katingan, Kalimantan Tengah, 2445
Pulau Malan, Katingan, Kalimantan Tengah, 2446
Sanaman Mantikei (Senamang Mantikei), Katingan, Kalimantan Tengah, 2447
Tasik Payawan, Katingan, Kalimantan Tengah, 2448
Tewang Sanggalang Garing (Sangalang), Katingan, Kalimantan Tengah, 2449
Kaur Selatan, Kaur, Bengkulu, 2450
Kaur Tengah, Kaur, Bengkulu, 2451
Kaur Utara, Kaur, Bengkulu, 2452
Kelam Tengah, Kaur, Bengkulu, 2453
Kinal, Kaur, Bengkulu, 2454
Luas, Kaur, Bengkulu, 2455
Lungkang Kule, Kaur, Bengkulu, 2456
Maje, Kaur, Bengkulu, 2457
Muara Sahung, Kaur, Bengkulu, 2458
Nasal, Kaur, Bengkulu, 2459
Padang Guci Hilir, Kaur, Bengkulu, 2460
Padang Guci Hulu, Kaur, Bengkulu, 2461
Semidang Gumai (Gumay), Kaur, Bengkulu, 2462
Tanjung Kemuning, Kaur, Bengkulu, 2463
Tetap (Muara Tetap), Kaur, Bengkulu, 2464
Kepulauan Karimata, Kayong Utara, Kalimantan Barat, 2465
Pulau Maya (Pulau Maya Karimata), Kayong Utara, Kalimantan Barat, 2466
Seponti, Kayong Utara, Kalimantan Barat, 2467
Simpang Hilir, Kayong Utara, Kalimantan Barat, 2468
Sukadana, Kayong Utara, Kalimantan Barat, 2469
Teluk Batang, Kayong Utara, Kalimantan Barat, 2470
Adimulyo, Kebumen, Jawa Tengah, 2471
Alian/Aliyan, Kebumen, Jawa Tengah, 2472
Ambal, Kebumen, Jawa Tengah, 2473
Ayah, Kebumen, Jawa Tengah, 2474
Bonorowo, Kebumen, Jawa Tengah, 2475
Buayan, Kebumen, Jawa Tengah, 2476
Buluspesantren, Kebumen, Jawa Tengah, 2477
Gombong, Kebumen, Jawa Tengah, 2478
Karanganyar, Kebumen, Jawa Tengah, 2479
Karanggayam, Kebumen, Jawa Tengah, 2480
Karangsambung, Kebumen, Jawa Tengah, 2481
Kebumen, Kebumen, Jawa Tengah, 2482
Klirong, Kebumen, Jawa Tengah, 2483
Kutowinangun, Kebumen, Jawa Tengah, 2484
Kuwarasan, Kebumen, Jawa Tengah, 2485
Mirit, Kebumen, Jawa Tengah, 2486
Padureso, Kebumen, Jawa Tengah, 2487
Pejagoan, Kebumen, Jawa Tengah, 2488
Petanahan, Kebumen, Jawa Tengah, 2489
Poncowarno, Kebumen, Jawa Tengah, 2490
Prembun, Kebumen, Jawa Tengah, 2491
Puring, Kebumen, Jawa Tengah, 2492
Rowokele, Kebumen, Jawa Tengah, 2493
Sadang, Kebumen, Jawa Tengah, 2494
Sempor, Kebumen, Jawa Tengah, 2495
Sruweng, Kebumen, Jawa Tengah, 2496
Badas, Kediri, Jawa Timur, 2497
Banyakan, Kediri, Jawa Timur, 2498
Gampengrejo, Kediri, Jawa Timur, 2499
Grogol, Kediri, Jawa Timur, 2500
Gurah, Kediri, Jawa Timur, 2501
Kandangan, Kediri, Jawa Timur, 2502
Kandat, Kediri, Jawa Timur, 2503
Kayen Kidul, Kediri, Jawa Timur, 2504
Kepung, Kediri, Jawa Timur, 2505
Kras, Kediri, Jawa Timur, 2506
Kunjang, Kediri, Jawa Timur, 2507
Mojo, Kediri, Jawa Timur, 2508
Ngadiluwih, Kediri, Jawa Timur, 2509
Ngancar, Kediri, Jawa Timur, 2510
Ngasem, Kediri, Jawa Timur, 2511
Pagu, Kediri, Jawa Timur, 2512
Papar, Kediri, Jawa Timur, 2513
Pare, Kediri, Jawa Timur, 2514
Plemahan, Kediri, Jawa Timur, 2515
Plosoklaten, Kediri, Jawa Timur, 2516
Puncu, Kediri, Jawa Timur, 2517
Purwoasri, Kediri, Jawa Timur, 2518
Ringinrejo, Kediri, Jawa Timur, 2519
Semen, Kediri, Jawa Timur, 2520
Tarokan, Kediri, Jawa Timur, 2521
Wates, Kediri, Jawa Timur, 2522
Kediri Kota, Kediri, Jawa Timur, 2523
Mojoroto, Kediri, Jawa Timur, 2524
Pesantren, Kediri, Jawa Timur, 2525
Arso, Keerom, Papua, 2526
Arso Timur, Keerom, Papua, 2527
Senggi, Keerom, Papua, 2528
Skamto (Skanto), Keerom, Papua, 2529
Towe, Keerom, Papua, 2530
Waris, Keerom, Papua, 2531
Web, Keerom, Papua, 2532
Boja, Kendal, Jawa Tengah, 2533
Brangsong, Kendal, Jawa Tengah, 2534
Cepiring, Kendal, Jawa Tengah, 2535
Gemuh, Kendal, Jawa Tengah, 2536
Kaliwungu, Kendal, Jawa Tengah, 2537
Kaliwungu Selatan, Kendal, Jawa Tengah, 2538
Kangkung, Kendal, Jawa Tengah, 2539
Kendal, Kendal, Jawa Tengah, 2540
Limbangan, Kendal, Jawa Tengah, 2541
Ngampel, Kendal, Jawa Tengah, 2542
Pagerruyung, Kendal, Jawa Tengah, 2543
Patean, Kendal, Jawa Tengah, 2544
Patebon, Kendal, Jawa Tengah, 2545
Pegandon, Kendal, Jawa Tengah, 2546
Plantungan, Kendal, Jawa Tengah, 2547
Ringinarum, Kendal, Jawa Tengah, 2548
Rowosari, Kendal, Jawa Tengah, 2549
Singorojo, Kendal, Jawa Tengah, 2550
Sukorejo, Kendal, Jawa Tengah, 2551
Weleri, Kendal, Jawa Tengah, 2552
Abeli, Kendari, Sulawesi Tenggara, 2553
Baruga, Kendari, Sulawesi Tenggara, 2554
Kadia, Kendari, Sulawesi Tenggara, 2555
Kambu, Kendari, Sulawesi Tenggara, 2556
Kendari, Kendari, Sulawesi Tenggara, 2557
Kendari Barat, Kendari, Sulawesi Tenggara, 2558
Mandonga, Kendari, Sulawesi Tenggara, 2559
Poasia, Kendari, Sulawesi Tenggara, 2560
Puuwatu, Kendari, Sulawesi Tenggara, 2561
Wua-Wua, Kendari, Sulawesi Tenggara, 2562
Bermani Ilir, Kepahiang, Bengkulu, 2563
Kebawetan (Kabawetan), Kepahiang, Bengkulu, 2564
Kepahiang, Kepahiang, Bengkulu, 2565
Merigi, Kepahiang, Bengkulu, 2566
Muara Kemumu, Kepahiang, Bengkulu, 2567
Seberang Musi, Kepahiang, Bengkulu, 2568
Tebat Karai, Kepahiang, Bengkulu, 2569
Ujan Mas, Kepahiang, Bengkulu, 2570
Jemaja, Kepulauan Anambas, Kepulauan Riau, 2571
Jemaja Timur, Kepulauan Anambas, Kepulauan Riau, 2572
Palmatak, Kepulauan Anambas, Kepulauan Riau, 2573
Siantan, Kepulauan Anambas, Kepulauan Riau, 2574
Siantan Selatan, Kepulauan Anambas, Kepulauan Riau, 2575
Siantan Tengah, Kepulauan Anambas, Kepulauan Riau, 2576
Siantan Timur, Kepulauan Anambas, Kepulauan Riau, 2577
Aru Selatan, Kepulauan Aru, Maluku, 2578
Aru Selatan Timur, Kepulauan Aru, Maluku, 2579
Aru Selatan Utara, Kepulauan Aru, Maluku, 2580
Aru Tengah, Kepulauan Aru, Maluku, 2581
Aru Tengah Selatan, Kepulauan Aru, Maluku, 2582
Aru Tengah Timur, Kepulauan Aru, Maluku, 2583
Aru Utara, Kepulauan Aru, Maluku, 2584
Aru Utara Timur Batuley, Kepulauan Aru, Maluku, 2585
Pulau-Pulau Aru, Kepulauan Aru, Maluku, 2586
Sir-Sir, Kepulauan Aru, Maluku, 2587
Pagai Selatan, Kepulauan Mentawai, Sumatera Barat, 2588
Pagai Utara, Kepulauan Mentawai, Sumatera Barat, 2589
Siberut Barat, Kepulauan Mentawai, Sumatera Barat, 2590
Siberut Barat Daya, Kepulauan Mentawai, Sumatera Barat, 2591
Siberut Selatan, Kepulauan Mentawai, Sumatera Barat, 2592
Siberut Tengah, Kepulauan Mentawai, Sumatera Barat, 2593
Siberut Utara, Kepulauan Mentawai, Sumatera Barat, 2594
Sikakap, Kepulauan Mentawai, Sumatera Barat, 2595
Sipora Selatan, Kepulauan Mentawai, Sumatera Barat, 2596
Sipora Utara, Kepulauan Mentawai, Sumatera Barat, 2597
Merbau, Kepulauan Meranti, Riau, 2598
Pulaumerbau, Kepulauan Meranti, Riau, 2599
Rangsang, Kepulauan Meranti, Riau, 2600
Rangsang Barat, Kepulauan Meranti, Riau, 2601
Rangsang Pesisir, Kepulauan Meranti, Riau, 2602
Tasik Putri Puyu, Kepulauan Meranti, Riau, 2603
Tebing Tinggi, Kepulauan Meranti, Riau, 2604
Tebing Tinggi Barat, Kepulauan Meranti, Riau, 2605
Tebing Tinggi Timur, Kepulauan Meranti, Riau, 2606
Kendahe, Kepulauan Sangihe, Sulawesi Utara, 2607
Kepulauan Marore, Kepulauan Sangihe, Sulawesi Utara, 2608
Manganitu, Kepulauan Sangihe, Sulawesi Utara, 2609
Manganitu Selatan, Kepulauan Sangihe, Sulawesi Utara, 2610
Nusa Tabukan, Kepulauan Sangihe, Sulawesi Utara, 2611
Tabukan Selatan, Kepulauan Sangihe, Sulawesi Utara, 2612
Tabukan Selatan Tengah, Kepulauan Sangihe, Sulawesi Utara, 2613
Tabukan Selatan Tenggara, Kepulauan Sangihe, Sulawesi Utara, 2614
Tabukan Tengah, Kepulauan Sangihe, Sulawesi Utara, 2615
Tabukan Utara, Kepulauan Sangihe, Sulawesi Utara, 2616
Tahuna, Kepulauan Sangihe, Sulawesi Utara, 2617
Tahuna Barat, Kepulauan Sangihe, Sulawesi Utara, 2618
Tahuna Timur, Kepulauan Sangihe, Sulawesi Utara, 2619
Tamako, Kepulauan Sangihe, Sulawesi Utara, 2620
Tatoareng, Kepulauan Sangihe, Sulawesi Utara, 2621
Kepulauan Seribu Selatan, Kepulauan Seribu, DKI Jakarta, 2622
Kepulauan Seribu Utara, Kepulauan Seribu, DKI Jakarta, 2623
Biaro, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2624
Siau Barat, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2625
Siau Barat Selatan, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2626
Siau Barat Utara, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2627
Siau Tengah, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2628
Siau Timur, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2629
Siau Timur Selatan, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2630
Tagulandang, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2631
Tagulandang Selatan, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2632
Tagulandang Utara, Kepulauan Siau Tagulandang Biaro (Sitaro), Sulawesi Utara, 2633
Lede, Kepulauan Sula, Maluku Utara, 2634
Mangoli Barat, Kepulauan Sula, Maluku Utara, 2635
Mangoli Selatan, Kepulauan Sula, Maluku Utara, 2636
Mangoli Tengah, Kepulauan Sula, Maluku Utara, 2637
Mangoli Timur, Kepulauan Sula, Maluku Utara, 2638
Mangoli Utara, Kepulauan Sula, Maluku Utara, 2639
Mangoli Utara Timur, Kepulauan Sula, Maluku Utara, 2640
Sanana, Kepulauan Sula, Maluku Utara, 2641
Sanana Utara, Kepulauan Sula, Maluku Utara, 2642
Sulabesi Barat, Kepulauan Sula, Maluku Utara, 2643
Sulabesi Selatan, Kepulauan Sula, Maluku Utara, 2644
Sulabesi Tengah, Kepulauan Sula, Maluku Utara, 2645
Sulabesi Timur, Kepulauan Sula, Maluku Utara, 2646
Taliabu Barat, Kepulauan Sula, Maluku Utara, 2647
Taliabu Barat Laut, Kepulauan Sula, Maluku Utara, 2648
Taliabu Selatan, Kepulauan Sula, Maluku Utara, 2649
Taliabu Timur, Kepulauan Sula, Maluku Utara, 2650
Taliabu Timur Selatan, Kepulauan Sula, Maluku Utara, 2651
Taliabu Utara, Kepulauan Sula, Maluku Utara, 2652
Beo, Kepulauan Talaud, Sulawesi Utara, 2653
Beo Selatan, Kepulauan Talaud, Sulawesi Utara, 2654
Beo Utara, Kepulauan Talaud, Sulawesi Utara, 2655
Damao (Damau), Kepulauan Talaud, Sulawesi Utara, 2656
Essang, Kepulauan Talaud, Sulawesi Utara, 2657
Essang Selatan, Kepulauan Talaud, Sulawesi Utara, 2658
Gemeh, Kepulauan Talaud, Sulawesi Utara, 2659
Kabaruan, Kepulauan Talaud, Sulawesi Utara, 2660
Kalongan, Kepulauan Talaud, Sulawesi Utara, 2661
Lirung, Kepulauan Talaud, Sulawesi Utara, 2662
Melonguane, Kepulauan Talaud, Sulawesi Utara, 2663
Melonguane Timur, Kepulauan Talaud, Sulawesi Utara, 2664
Miangas, Kepulauan Talaud, Sulawesi Utara, 2665
Moronge, Kepulauan Talaud, Sulawesi Utara, 2666
Nanusa, Kepulauan Talaud, Sulawesi Utara, 2667
Pulutan, Kepulauan Talaud, Sulawesi Utara, 2668
Rainis, Kepulauan Talaud, Sulawesi Utara, 2669
Salibabu, Kepulauan Talaud, Sulawesi Utara, 2670
Tampan Amma, Kepulauan Talaud, Sulawesi Utara, 2671
Angkaisera, Kepulauan Yapen (Yapen Waropen), Papua, 2672
Kepulauan Ambai, Kepulauan Yapen (Yapen Waropen), Papua, 2673
Kosiwo, Kepulauan Yapen (Yapen Waropen), Papua, 2674
Poom, Kepulauan Yapen (Yapen Waropen), Papua, 2675
Pulau Kurudu, Kepulauan Yapen (Yapen Waropen), Papua, 2676
Pulau Yerui, Kepulauan Yapen (Yapen Waropen), Papua, 2677
Raimbawi, Kepulauan Yapen (Yapen Waropen), Papua, 2678
Teluk Ampimoi, Kepulauan Yapen (Yapen Waropen), Papua, 2679
Windesi, Kepulauan Yapen (Yapen Waropen), Papua, 2680
Wonawa, Kepulauan Yapen (Yapen Waropen), Papua, 2681
Yapen Barat, Kepulauan Yapen (Yapen Waropen), Papua, 2682
Yapen Selatan, Kepulauan Yapen (Yapen Waropen), Papua, 2683
Yapen Timur, Kepulauan Yapen (Yapen Waropen), Papua, 2684
Yapen Utara, Kepulauan Yapen (Yapen Waropen), Papua, 2685
Air Hangat, Kerinci, Jambi, 2686
Air Hangat Barat, Kerinci, Jambi, 2687
Air Hangat Timur, Kerinci, Jambi, 2688
Batang Merangin, Kerinci, Jambi, 2689
Bukitkerman, Kerinci, Jambi, 2690
Danau Kerinci, Kerinci, Jambi, 2691
Depati Tujuh, Kerinci, Jambi, 2692
Gunung Kerinci, Kerinci, Jambi, 2693
Gunung Raya, Kerinci, Jambi, 2694
Gunung Tujuh, Kerinci, Jambi, 2695
Kayu Aro, Kerinci, Jambi, 2696
Kayu Aro Barat, Kerinci, Jambi, 2697
Keliling Danau, Kerinci, Jambi, 2698
Sitinjau Laut, Kerinci, Jambi, 2699
Siulak, Kerinci, Jambi, 2700
Siulak Mukai, Kerinci, Jambi, 2701
Air Upas, Ketapang, Kalimantan Barat, 2702
Benua Kayong, Ketapang, Kalimantan Barat, 2703
Delta Pawan, Ketapang, Kalimantan Barat, 2704
Hulu Sungai, Ketapang, Kalimantan Barat, 2705
Jelai Hulu, Ketapang, Kalimantan Barat, 2706
Kendawangan, Ketapang, Kalimantan Barat, 2707
Manis Mata, Ketapang, Kalimantan Barat, 2708
Marau, Ketapang, Kalimantan Barat, 2709
Matan Hilir Selatan, Ketapang, Kalimantan Barat, 2710
Matan Hilir Utara, Ketapang, Kalimantan Barat, 2711
Muara Pawan, Ketapang, Kalimantan Barat, 2712
Nanga Tayap, Ketapang, Kalimantan Barat, 2713
Pemahan, Ketapang, Kalimantan Barat, 2714
Sandai, Ketapang, Kalimantan Barat, 2715
Simpang Dua, Ketapang, Kalimantan Barat, 2716
Simpang Hulu, Ketapang, Kalimantan Barat, 2717
Singkup, Ketapang, Kalimantan Barat, 2718
Sungai Laur, Ketapang, Kalimantan Barat, 2719
Sungai Melayu Rayak, Ketapang, Kalimantan Barat, 2720
Tumbang Titi, Ketapang, Kalimantan Barat, 2721
Bayat, Klaten, Jawa Tengah, 2722
Cawas, Klaten, Jawa Tengah, 2723
Ceper, Klaten, Jawa Tengah, 2724
Delanggu, Klaten, Jawa Tengah, 2725
Gantiwarno, Klaten, Jawa Tengah, 2726
Jatinom, Klaten, Jawa Tengah, 2727
Jogonalan, Klaten, Jawa Tengah, 2728
Juwiring, Klaten, Jawa Tengah, 2729
Kalikotes, Klaten, Jawa Tengah, 2730
Karanganom, Klaten, Jawa Tengah, 2731
Karangdowo, Klaten, Jawa Tengah, 2732
Karangnongko, Klaten, Jawa Tengah, 2733
Kebonarum, Klaten, Jawa Tengah, 2734
Kemalang, Klaten, Jawa Tengah, 2735
Klaten Selatan, Klaten, Jawa Tengah, 2736
Klaten Tengah, Klaten, Jawa Tengah, 2737
Klaten Utara, Klaten, Jawa Tengah, 2738
Manisrenggo, Klaten, Jawa Tengah, 2739
Ngawen, Klaten, Jawa Tengah, 2740
Pedan, Klaten, Jawa Tengah, 2741
Polanharjo, Klaten, Jawa Tengah, 2742
Prambanan, Klaten, Jawa Tengah, 2743
Trucuk, Klaten, Jawa Tengah, 2744
Tulung, Klaten, Jawa Tengah, 2745
Wedi, Klaten, Jawa Tengah, 2746
Wonosari, Klaten, Jawa Tengah, 2747
Banjarangkan, Klungkung, Bali, 2748
Dawan, Klungkung, Bali, 2749
Klungkung, Klungkung, Bali, 2750
Nusapenida, Klungkung, Bali, 2751
Baula, Kolaka, Sulawesi Tenggara, 2752
Kolaka, Kolaka, Sulawesi Tenggara, 2753
Ladongi, Kolaka, Sulawesi Tenggara, 2754
Lalolae, Kolaka, Sulawesi Tenggara, 2755
Lambandia (Lambadia), Kolaka, Sulawesi Tenggara, 2756
Latambaga, Kolaka, Sulawesi Tenggara, 2757
Loea, Kolaka, Sulawesi Tenggara, 2758
Mowewe, Kolaka, Sulawesi Tenggara, 2759
Poli Polia, Kolaka, Sulawesi Tenggara, 2760
Polinggona, Kolaka, Sulawesi Tenggara, 2761
Pomalaa, Kolaka, Sulawesi Tenggara, 2762
Samaturu, Kolaka, Sulawesi Tenggara, 2763
Tanggetada, Kolaka, Sulawesi Tenggara, 2764
Tinondo, Kolaka, Sulawesi Tenggara, 2765
Tirawuta, Kolaka, Sulawesi Tenggara, 2766
Toari, Kolaka, Sulawesi Tenggara, 2767
Uluiwoi, Kolaka, Sulawesi Tenggara, 2768
Watumbangga (Watubanggo), Kolaka, Sulawesi Tenggara, 2769
Wolo, Kolaka, Sulawesi Tenggara, 2770
Wundulako, Kolaka, Sulawesi Tenggara, 2771
Batu Putih, Kolaka Utara, Sulawesi Tenggara, 2772
Katoi, Kolaka Utara, Sulawesi Tenggara, 2773
Kodeoha, Kolaka Utara, Sulawesi Tenggara, 2774
Lasusua, Kolaka Utara, Sulawesi Tenggara, 2775
Lombai (Lambai), Kolaka Utara, Sulawesi Tenggara, 2776
Ngapa, Kolaka Utara, Sulawesi Tenggara, 2777
Pakue, Kolaka Utara, Sulawesi Tenggara, 2778
Pakue Tengah, Kolaka Utara, Sulawesi Tenggara, 2779
Pakue Utara, Kolaka Utara, Sulawesi Tenggara, 2780
Porehu, Kolaka Utara, Sulawesi Tenggara, 2781
Ranteangin, Kolaka Utara, Sulawesi Tenggara, 2782
Tiwu, Kolaka Utara, Sulawesi Tenggara, 2783
Tolala, Kolaka Utara, Sulawesi Tenggara, 2784
Watunohu, Kolaka Utara, Sulawesi Tenggara, 2785
Wawo, Kolaka Utara, Sulawesi Tenggara, 2786
Abuki, Konawe, Sulawesi Tenggara, 2787
Amonggedo, Konawe, Sulawesi Tenggara, 2788
Anggaberi, Konawe, Sulawesi Tenggara, 2789
Asinua, Konawe, Sulawesi Tenggara, 2790
Besulutu, Konawe, Sulawesi Tenggara, 2791
Bondoala, Konawe, Sulawesi Tenggara, 2792
Kapoiala (Kapoyala), Konawe, Sulawesi Tenggara, 2793
Konawe, Konawe, Sulawesi Tenggara, 2794
Lalonggasumeeto, Konawe, Sulawesi Tenggara, 2795
Lambuya, Konawe, Sulawesi Tenggara, 2796
Latoma, Konawe, Sulawesi Tenggara, 2797
Meluhu, Konawe, Sulawesi Tenggara, 2798
Onembute, Konawe, Sulawesi Tenggara, 2799
Pondidaha, Konawe, Sulawesi Tenggara, 2800
Puriala, Konawe, Sulawesi Tenggara, 2801
Routa, Konawe, Sulawesi Tenggara, 2802
Sampara, Konawe, Sulawesi Tenggara, 2803
Soropia, Konawe, Sulawesi Tenggara, 2804
Tongauna, Konawe, Sulawesi Tenggara, 2805
Uepai (Uwepai), Konawe, Sulawesi Tenggara, 2806
Unaaha, Konawe, Sulawesi Tenggara, 2807
Wawonii Barat, Konawe, Sulawesi Tenggara, 2808
Wawonii Selatan, Konawe, Sulawesi Tenggara, 2809
Wawonii Tengah, Konawe, Sulawesi Tenggara, 2810
Wawonii Tenggara, Konawe, Sulawesi Tenggara, 2811
Wawonii Timur, Konawe, Sulawesi Tenggara, 2812
Wawonii Timur Laut, Konawe, Sulawesi Tenggara, 2813
Wawonii Utara, Konawe, Sulawesi Tenggara, 2814
Wawotobi, Konawe, Sulawesi Tenggara, 2815
Wonggeduku, Konawe, Sulawesi Tenggara, 2816
Andoolo, Konawe Selatan, Sulawesi Tenggara, 2817
Angata, Konawe Selatan, Sulawesi Tenggara, 2818
Baito, Konawe Selatan, Sulawesi Tenggara, 2819
Basala, Konawe Selatan, Sulawesi Tenggara, 2820
Benua, Konawe Selatan, Sulawesi Tenggara, 2821
Buke, Konawe Selatan, Sulawesi Tenggara, 2822
Kolono, Konawe Selatan, Sulawesi Tenggara, 2823
Konda, Konawe Selatan, Sulawesi Tenggara, 2824
Laeya, Konawe Selatan, Sulawesi Tenggara, 2825
Lainea, Konawe Selatan, Sulawesi Tenggara, 2826
Lalembuu / Lalumbuu, Konawe Selatan, Sulawesi Tenggara, 2827
Landono, Konawe Selatan, Sulawesi Tenggara, 2828
Laonti, Konawe Selatan, Sulawesi Tenggara, 2829
Moramo, Konawe Selatan, Sulawesi Tenggara, 2830
Moramo Utara, Konawe Selatan, Sulawesi Tenggara, 2831
Mowila, Konawe Selatan, Sulawesi Tenggara, 2832
Palangga, Konawe Selatan, Sulawesi Tenggara, 2833
Palangga Selatan, Konawe Selatan, Sulawesi Tenggara, 2834
Ranomeeto, Konawe Selatan, Sulawesi Tenggara, 2835
Ranomeeto Barat, Konawe Selatan, Sulawesi Tenggara, 2836
Tinanggea, Konawe Selatan, Sulawesi Tenggara, 2837
Wolasi, Konawe Selatan, Sulawesi Tenggara, 2838
